,DBPath,correct_k,optk_MDS_gap_max,optk_MDS_gap_Tib,optk_MDS_gap*_max,optk_X_gap_max,optk_X_gap_Tib,optk_X_gap*_max,n_points,n_len1,n_len2,n_len3,n_len4,n_len5,n_len6,n_len7
120,D:\Z - Saved SQL Databases\44OP-175920_UT_BME_Dr_Peppas_Lab\JobDB.mdf,52.0,33,3.0,68.0,41,3.0,4.0,157.0,0.0,0.0,56.0,99.0,2.0,0.0,0.0
121,D:\Z - Saved SQL Databases\44OP-207960_TXSU_LBJ_Student_Center_Reno\JobDB.mdf,104.0,99,4.0,121.0,112,4.0,10.0,1533.0,1.0,4.0,1176.0,349.0,3.0,0.0,0.0
122,D:\Z - Saved SQL Databases\44OP-199631_TXSU_Retama_Hall_Reno\JobDB.mdf,23.0,27,2.0,34.0,31,2.0,2.0,116.0,0.0,0.0,110.0,6.0,0.0,0.0,0.0
123,D:\Z - Saved SQL Databases\44OP-210011_BRIC_Dr_Kim_Clean_Rm\JobDB.mdf,11.0,14,2.0,38.0,17,2.0,2.0,130.0,0.0,0.0,105.0,25.0,0.0,0.0,0.0
124,D:\Z - Saved SQL Databases\44OP-194853_MCC_Highland_Gym\JobDB.mdf,2.0,1,1.0,1.0,1,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
125,D:\Z - Saved SQL Databases\44OP-197274 TXSU Ag Bldg Rm 225\JobDB.mdf,2.0,1,1.0,4.0,2,1.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
126,D:\Z - Saved SQL Databases\44OP-173377_TFC_IAQ_P35-E\JobDB.mdf,12.0,7,2.0,28.0,6,2.0,6.0,33.0,0.0,0.0,9.0,24.0,0.0,0.0,0.0
127,D:\Z - Saved SQL Databases\44OP-175775_CCMC_Doctors_Regional\JobDB.mdf,6.0,14,2.0,27.0,22,2.0,8.0,133.0,0.0,115.0,18.0,0.0,0.0,0.0,0.0
128,D:\Z - Saved SQL Databases\44OP-173466_TFC_IAQ_DSHS_DHT\JobDB.mdf,5.0,14,2.0,15.0,5,2.0,4.0,39.0,0.0,0.0,3.0,36.0,0.0,0.0,0.0
129,D:\Z - Saved SQL Databases\44OP-200081_Intel_AN4C_3A\JobDB.mdf,1.0,1,1.0,9.0,1,1.0,1.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
130,D:\Z - Saved SQL Databases\44OP-180310_SAMC_OR_Expansion\JobDB.mdf,6.0,10,3.0,32.0,6,3.0,3.0,99.0,0.0,0.0,46.0,48.0,5.0,0.0,0.0
131,D:\Z - Saved SQL Databases\44OP-197265_Baylor_Martin_Dorm\JobDB.mdf,18.0,27,3.0,30.0,24,3.0,8.0,144.0,0.0,2.0,137.0,5.0,0.0,0.0,0.0
132,D:\Z - Saved SQL Databases\44OP-180163_Baylor_Penland_Dining_RTU2\JobDB.mdf,3.0,2,1.0,11.0,1,1.0,1.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0
133,D:\Z - Saved SQL Databases\44OP-187918_UT_TNH_HVAC_Proj_Ph_3\JobDB.mdf,7.0,27,3.0,31.0,29,3.0,6.0,114.0,0.0,0.0,95.0,16.0,3.0,0.0,0.0
134,D:\Z - Saved SQL Databases\44OP-209898 Deloitte 15_16 Floor\JobDB.mdf,3.0,7,1.0,10.0,3,1.0,3.0,12.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0
135,D:\Z - Saved SQL Databases\44OP-182498_TXSU_Alkek\JobDB.mdf,4.0,1,1.0,3.0,3,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
136,D:\Z - Saved SQL Databases\44OP-184168_TFC_TCEQ_Park_35\JobDB.mdf,25.0,26,1.0,33.0,29,1.0,2.0,91.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0
137,D:\Z - Saved SQL Databases\44OP-190124_TFC_DHOP_Central_Plant\JobDB.mdf,45.0,63,3.0,157.0,79,3.0,4.0,328.0,84.0,1.0,164.0,79.0,0.0,0.0,0.0
138,D:\Z - Saved SQL Databases\44OP-195514_Seton_HL_Surgery_Reno\JobDB.mdf,5.0,24,2.0,25.0,21,2.0,4.0,98.0,0.0,0.0,78.0,20.0,0.0,0.0,0.0
139,D:\Z - Saved SQL Databases\44OP-179185_ACC_Highland_Reno\JobDB.mdf,22.0,24,4.0,41.0,15,3.0,3.0,44.0,0.0,2.0,34.0,8.0,0.0,0.0,0.0
140,D:\Z - Saved SQL Databases\44OP-211276_TXSU_UEC_Strahan\JobDB.mdf,128,4.0,27.0,127,4.0,127.0,451,368,11,6,0,0,0,836
141,D:\Z - Saved SQL Databases\44OP-207233_SAMC_ED\JobDB.mdf,8,2.0,2.0,8,2.0,16.0,37,7,0,0,0,0,0,44
142,D:\Z - Saved SQL Databases\44OP-173378_TFC_IAQ_P35-D\JobDB.mdf,15,2.0,7.0,13,2.0,29.0,32,9,0,0,0,0,0,41
143,D:\Z - Saved SQL Databases\44OP-195448_UTRGV_BV_Academic\JobDB.mdf,58,2.0,4.0,60,2.0,62.0,199,18,0,0,0,0,0,217
144,D:\Z - Saved SQL Databases\44OP-190763_TXSU_Strahan_AHU12\JobDB.mdf,9,2.0,3.0,8,2.0,20.0,16,11,0,0,0,0,0,27
145,D:\Z - Saved SQL Databases\44OP-208376_TFC_WBT_DM_2016\JobDB.mdf,128,7.0,18.0,126,7.0,151.0,722,64,1,140,2,17,0,946
146,D:\Z - Saved SQL Databases\44OP-183382_INS_ANNEX\JobDB.mdf,11,3.0,10.0,18,3.0,20.0,27,2,0,0,0,0,0,29
147,D:\Z - Saved SQL Databases\44OP-173714_Baylor_Penland_Dorm_Renovation\JobDB.mdf,39,4.0,8.0,38,4.0,44.0,151,26,2,0,0,0,0,179
148,D:\Z - Saved SQL Databases\44OP-191435_BRIC_Olafsun_Lab\JobDB.mdf,11,3.0,3.0,11,3.0,11.0,10,1,0,0,0,0,0,11
149,D:\Z - Saved SQL Databases\44OP-191465_WPC_Migration\JobDB.mdf,47,2.0,2.0,26,2.0,48.0,95,8,0,0,0,0,0,103
150,D:\Z - Saved SQL Databases\44OP-200068_500_W_2nd-Google_Gates\JobDB.mdf,13,5.0,3.0,17,5.0,17.0,28,2,2,0,0,0,0,32
151,D:\Z - Saved SQL Databases\44OP-185055_TFC_LBJ_4th_Reno\JobDB.mdf,9,2.0,2.0,6,2.0,17.0,34,5,0,0,0,0,0,39
152,D:\Z - Saved SQL Databases\44OP-206348 Trammel Crow\JobDB.mdf,2,2.0,2.0,8,2.0,12.0,15,1,0,0,0,0,0,16
153,D:\Z - Saved SQL Databases\44OP-172014_Bell_County_FF\JobDB.mdf,154,4.0,4.0,175,4.0,216.0,201,228,2,0,0,0,0,431
154,D:\Z - Saved SQL Databases\44OP-189155_S&W_RR_MRI\JobDB.mdf,9,1.0,4.0,8,1.0,13.0,17,0,0,0,0,0,0,17
155,D:\Z - Saved SQL Databases\44OP-177481_FROST_PILLSBURY\JobDB.mdf,5,3.0,5.0,5,5.0,5.0,2,3,0,0,0,0,0,5
156,D:\Z - Saved SQL Databases\44OP-173487_TFC_IAQ_DSHS_RBB\JobDB.mdf,9,5.0,7.0,14,5.0,18.0,36,2,2,0,0,0,0,40
157,D:\Z - Saved SQL Databases\44OP-198971_REJ_Boiler_Plant\JobDB.mdf,24,2.0,2.0,12,2.0,25.0,45,5,0,0,0,0,0,50
158,D:\Z - Saved SQL Databases\44OP-172418_College Inn & Tower\JobDB.mdf,10,2.0,9.0,10,2.0,10.0,6,4,0,0,0,0,0,10
159,D:\Z - Saved SQL Databases\44OP-183355_MCC_CSC_Module_C_RTU_AAON\JobDB.mdf,17,2.0,16.0,17,2.0,29.0,21,98,0,0,0,0,0,119
160,D:\Z - Saved SQL Databases\44OP-193232_Baylor_Mary_Gibbs\JobDB.mdf,10,3.0,2.0,13,3.0,13.0,2,31,0,0,0,0,0,33
161,D:\Z - Saved SQL Databases\44OP-208376_TFC_WBT_AHU_REPLACEMENT\JobDB.mdf,126,6.0,19.0,118,6.0,133.0,838,151,153,2,1,0,0,1145
162,D:\Z - Saved SQL Databases\44OP-190812_UT_Bio\JobDB.mdf,39,3.0,4.0,25,3.0,50.0,7,105,4,0,0,0,0,116
163,D:\Z - Saved SQL Databases\44OP-180454_TFC_WPC_OA_Units\JobDB.mdf,46,3.0,8.0,49,3.0,89.0,67,254,1,0,0,0,0,322
164,D:\Z - Saved SQL Databases\44OP-173492_TFC_IAQ_DSHS_DHR\JobDB.mdf,7,1.0,7.0,4,1.0,13.0,60,0,0,0,0,0,0,60
165,D:\Z - Saved SQL Databases\44OP-207921_Oracle_Waterfront\JobDB.mdf,112,4.0,4.0,87,4.0,286.0,746,82,32,574,0,0,0,1434
166,D:\Z - Saved SQL Databases\44OP-179186_TFC_REJ\JobDB.mdf,116,5.0,4.0,58,5.0,120.0,783,84,1,2,0,0,0,870
167,D:\Z - Saved SQL Databases\44OP-172954_SDMC_ICU_Vertical_Exp\JobDB.mdf,110,5.0,6.0,73,5.0,114.0,83,175,93,6,3,0,0,360
168,D:\Z - Saved SQL Databases\44OP-173014_Austin_Convention_Center\JobDB.mdf,18,2.0,3.0,16,3.0,36.0,21,35,0,0,0,0,0,56
169,D:\Z - Saved SQL Databases\44OP-180791_Baylor_BEC_Chiller_8_and_CT\JobDB.mdf,32,2.0,2.0,19,2.0,40.0,177,8,0,0,0,0,0,185
170,D:\Z - Saved SQL Databases\44OP-172905_SDGH_ICU_Renovation\JobDB.mdf,41,3.0,11.0,39,3.0,45.0,124,1,22,0,0,0,0,147
171,D:\Z - Saved SQL Databases\44OP-200068_500_W_2nd-Google_Gates Jamie Original\JobDB.mdf,3,1.0,3.0,3,1.0,3.0,3,0,0,0,0,0,0,3
172,D:\Z - Saved SQL Databases\44OP-201622_TXSU_Library_Repository\JobDB.mdf,16,2.0,2.0,28,2.0,32.0,118,4,0,0,0,0,0,122
173,D:\Z - Saved SQL Databases\44OP-214947_TFC_WPC_Elevator_DM\JobDB.mdf,67,5.0,4.0,46,5.0,76.0,78,138,9,2,0,0,0,227
174,D:\Z - Saved SQL Databases\44OP-214804_ACC_Elgin_Vet_&_Ag\JobDB.mdf,15,3.0,4.0,15,3.0,15.0,9,5,1,0,0,0,0,15
175,D:\Z - Saved SQL Databases\44OP-240717_100_Congress_AHUReplacement\JobDB.mdf,15,1.0,15.0,11,1.0,18.0,120,0,0,0,0,0,0,120
176,D:\Z - Saved SQL Databases\44OP-227505_TFC_A600_Bio_Threat\JobDB.mdf,28,3.0,3.0,8,3.0,34.0,49,2,0,0,0,0,0,51
177,D:\Z - Saved SQL Databases\44OP-232081 DSMCUT Bronchoscopy\JobDB.mdf,2,1.0,2.0,28,1.0,33.0,47,0,0,0,0,0,0,47
178,D:\Z - Saved SQL Databases\44OP-224784_515_Congress_Lobby\JobDB.mdf,1,1.0,1.0,1,1.0,9.0,14,0,0,0,0,0,0,14
179,D:\Z - Saved SQL Databases\44OP-224013_TFC_REJ_Central_Plant\JobDB.mdf,28,1.0,1.0,19,1.0,34.0,126,0,0,0,0,0,0,126
180,D:\Z - Saved SQL Databases\44OP-252830 TXSU Supple Science Rm 112_116\JobDB.mdf,5,1.0,5.0,5,1.0,5.0,5,0,0,0,0,0,0,5
181,D:\Z - Saved SQL Databases\44OP-262004_ATT_Homestead_NLoop\JobDB.mdf,55,4.0,4.0,46,4.0,64.0,15,97,16,4,0,0,0,132
182,D:\Z - Saved SQL Databases\44OP-231531 St_Davids_32nd_South_Vertical Expansion\JobDB.mdf,48,4.0,6.0,56,4.0,66.0,112,94,1,4,0,0,0,211
183,D:\Z - Saved SQL Databases\44OP-244931_DSMCUT_Ambulance_Bay\JobDB.mdf,35,4.0,4.0,14,4.0,35.0,6,34,2,0,0,0,0,42
184,D:\Z - Saved SQL Databases\44OP-239983_TXSU_Supple_Science_Exh_Mods\JobDB.mdf,25,3.0,4.0,11,3.0,43.0,51,2,0,0,0,0,0,53
185,D:\Z - Saved SQL Databases\44OP-236997_Cerilliant_BAS_Retrofit-Chase\JobDB.mdf,6,1.0,6.0,12,1.0,32.0,42,0,0,0,0,0,0,42
186,D:\Z - Saved SQL Databases\44OP-239293_TXSU_Tower_Hall_BAS_Upgrade\JobDB.mdf,42,4.0,31.0,36,4.0,58.0,166,134,2,0,0,0,0,302
187,D:\Z - Saved SQL Databases\44OP-228631 TXSU Jowers AHU-14_17\JobDB.mdf,16,2.0,9.0,12,2.0,21.0,42,33,0,0,0,0,0,75
188,D:\Z - Saved SQL Databases\44OP-247866_Thermon\JobDB.mdf,6,1.0,12.0,9,1.0,12.0,15,0,0,0,0,0,0,15
189,D:\Z - Saved SQL Databases\44OP-211506_TFC_SFA_Bathroom Reno\JobDB.mdf,65,2.0,12.0,70,2.0,90.0,98,286,0,0,0,0,0,384
190,D:\Z - Saved SQL Databases\44OP-253914_Cirrus_Logic_Shoal_Creek_12th_Floor\JobDB.mdf,6,2.0,6.0,6,2.0,6.0,5,1,0,0,0,0,0,6
191,D:\Z - Saved SQL Databases\44OP-241413_Seton_SW_AHU3_Replacement\JobDB.mdf,13,4.0,3.0,23,4.0,26.0,34,45,2,0,0,0,0,81
192,D:\Z - Saved SQL Databases\44OP-218333 HCA Leander FSED\JobDB.mdf,1,1.0,1.0,9,1.0,17.0,83,0,0,0,0,0,0,83
193,D:\Z - Saved SQL Databases\44OP-257359 BTX4-BAU-Baylor Waco Hall ADA\JobDB.mdf,3,3.0,3.0,3,3.0,3.0,2,1,0,0,0,0,0,3
194,D:\Z - Saved SQL Databases\44OP-243177_VA_ITC_Chiller_Plant\JobDB.mdf,105,5.0,7.0,58,5.0,99.0,177,106,2,16,0,0,0,301
195,D:\Z - Saved SQL Databases\44OP-237947_SDGH_Rehab_Relo\JobDB.mdf,6,2.0,2.0,6,2.0,15.0,30,5,0,0,0,0,0,35
196,D:\Z - Saved SQL Databases\No_Name_9\JobDB.mdf,17,3.0,7.0,13,3.0,23.0,28,3,4,0,0,0,0,35
197,D:\Z - Saved SQL Databases\44OP-245029_TFC_TCEQ\JobDB.mdf,13,4.0,5.0,13,3.0,13.0,11,1,1,0,0,0,0,13
198,D:\Z - Saved SQL Databases\44OP-233491 SDMC 32nd North Tower Vertical Expansion\JobDB.mdf,30,3.0,8.0,25,3.0,48.0,92,77,1,0,0,0,0,170
199,D:\Z - Saved SQL Databases\44OP-212618_SDMC_ENDOSCOPY\JobDB.mdf,22,2.0,4.0,16,3.0,22.0,88,9,0,0,0,0,0,97
200,D:\Z - Saved SQL Databases\44OP-255456 GARDNER BETTS BAS SYSTEM UPGRADE\JobDB.mdf,73,3.0,7.0,73,3.0,100.0,254,66,3,0,0,0,0,323
201,D:\Z - Saved SQL Databases\44OP-237829_BSS_AUS_Seton_HL_EDExp\JobDB.mdf,16,2.0,2.0,11,2.0,24.0,43,20,0,0,0,0,0,63
202,D:\Z - Saved SQL Databases\44OP-240467_TFC_WPH_VAV_Replacement\JobDB.mdf,78,3.0,12.0,71,3.0,92.0,213,19,76,0,0,0,0,308
203,D:\Z - Saved SQL Databases\44OP-250900_401_Congress_27th_Floor\JobDB.mdf,2,2.0,2.0,2,2.0,2.0,2,0,0,0,0,0,0,2
204,D:\Z - Saved SQL Databases\44OP-236997_Cerilliant_BAS_Retrofit\JobDB.mdf,9,1.0,5.0,31,2.0,31.0,42,0,0,0,0,0,0,42
205,D:\Z - Saved SQL Databases\44OP-211506_TFC_SFA_Repl_DM2016\JobDB.mdf,96,5.0,5.0,66,5.0,100.0,806,174,1,2,0,0,0,983
206,D:\Z - Saved SQL Databases\44OP-248386_NAMC_DA_Tank\JobDB.mdf,14,2.0,8.0,14,2.0,27.0,6,22,0,0,0,0,0,28
207,D:\Z - Saved SQL Databases\44OP-212314_TXSU_Eng_Science\JobDB.mdf,32,4.0,6.0,25,4.0,41.0,27,6,44,18,0,0,0,95
208,D:\Z - Saved SQL Databases\44OP-223503_St_Davids_Surgery_Center\JobDB.mdf,71,4.0,4.0,52,4.0,88.0,99,26,7,6,0,0,0,138
209,D:\Z - Saved SQL Databases\44OP-246430_TFC_HHSC_BLDG_K\JobDB.mdf,1,1.0,1.0,4,1.0,10.0,20,0,0,0,0,0,0,20
210,D:\Z - Saved SQL Databases\44OP-255709_TFC_WPC_AHU_Replacement\JobDB.mdf,90,4.0,27.0,62,5.0,108.0,859,165,12,22,0,0,0,1058
211,D:\Z - Saved SQL Databases\44OP-215972_ACC_RoundRock\JobDB.mdf,157,3.0,5.0,109,3.0,170.0,429,177,9,0,0,0,0,615
212,D:\Z - Saved SQL Databases\44OP-260716_TXST Cogen Central Plant CH-4\JobDB.mdf,71,5.0,9.0,50,5.0,74.0,7,70,83,2,0,0,0,162
213,D:\Z - Saved SQL Databases\44OP-239338_ACC_Bond_Rio_Grande_Retro\JobDB.mdf,103,3.0,10.0,90,3.0,110.0,591,14,248,0,0,0,0,853
214,D:\Z - Saved SQL Databases\44OP-249604_TXSU_Alkek_AHU_Modifications\JobDB.mdf,70,4.0,3.0,66,4.0,77.0,190,188,2,0,0,0,0,380
215,D:\Z - Saved SQL Databases\44OP-250965_Courtyard_Marriott_Kitchen_MAU_Retrofit\JobDB.mdf,3,1.0,3.0,3,1.0,3.0,3,0,0,0,0,0,0,3
216,D:\Z - Saved SQL Databases\44OP-245351_Gardner_Betts_AHU_5_7-Chase\JobDB.mdf,2,2.0,2.0,13,3.0,22.0,19,12,0,0,0,0,0,31
217,D:\Z - Saved SQL Databases\44OP-224233 DCMC Behavioral Health\JobDB.mdf,18,1.0,1.0,18,1.0,18.0,18,0,0,0,0,0,0,18
218,D:\Z - Saved SQL Databases\44OP-263957 TXSU Theater Reno\JobDB.mdf,58,3.0,3.0,37,3.0,59.0,268,11,6,0,0,0,0,285
219,D:\Z - Saved SQL Databases\44OP-211506_TFC_SFA_AHU_Rplmnt\JobDB.mdf,108,2.0,19.0,95,2.0,104.0,922,202,0,0,0,0,0,1124
220,D:\Z - Saved SQL Databases\44OP-259693_Seton_SW_OAHU\JobDB.mdf,24,4.0,9.0,22,4.0,28.0,152,66,2,0,0,0,0,220
221,D:\Z - Saved SQL Databases\44OP-263047_UT_EERC_Vibration\JobDB.mdf,12,2.0,3.0,16,2.0,22.0,16,10,0,0,0,0,0,26
222,D:\Z - Saved SQL Databases\44OP-243013_St_Davids_CC_Expansion\JobDB.mdf,1,1.0,1.0,1,1.0,1.0,1,0,0,0,0,0,0,1
223,D:\Z - Saved SQL Databases\44OP-236582_TFC_WPC_Garage\JobDB.mdf,2,2.0,2.0,2,2.0,2.0,2,0,0,0,0,0,0,2
224,D:\Z - Saved SQL Databases\44OP-260593_HCA_NWMC_ED_AHU\JobDB.mdf,6,2.0,4.0,7,2.0,22.0,31,13,0,0,0,0,0,44
225,D:\Z - Saved SQL Databases\44OP-246728_TXSU_Chemistry_Bldg_Reno\JobDB.mdf,7,2.0,7.0,7,2.0,7.0,6,1,0,0,0,0,0,7
226,D:\Z - Saved SQL Databases\44OP-244688-BSP_Cerilliant_Synthesis_Lab\JobDB.mdf,48,5.0,10.0,47,4.0,65.0,106,55,1,1,0,0,0,163
227,D:\Z - Saved SQL Databases\44OP-241086_EERC_Freeman_Reno\JobDB.mdf,18,2.0,6.0,18,3.0,18.0,8,10,0,0,0,0,0,18
228,D:\Z - Saved SQL Databases\44OP-262509-Baylor_Goebel_Lab_2018_renovation\JobDB.mdf,5,2.0,3.0,5,2.0,14.0,16,3,0,0,0,0,0,19
229,D:\Z - Saved SQL Databases\44OP-245797_NAMC_Outpatient_Imaging\JobDB.mdf,15,1.0,13.0,15,1.0,15.0,15,0,0,0,0,0,0,15
230,D:\Z - Saved SQL Databases\44OP-253849_TFC_SHB_RM140\JobDB.mdf,4,2.0,2.0,2,2.0,24.0,25,19,0,0,0,0,0,44
231,D:\Z - Saved SQL Databases\44OP-235919_MCC_Central_Plant\JobDB.mdf,92,5.0,9.0,65,5.0,92.0,34,200,4,1,7,0,0,246
232,D:\Z - Saved SQL Databases\44OP-245597_JH_Winters_AHU_Reno\JobDB.mdf,55,3.0,8.0,54,3.0,65.0,256,173,6,0,0,0,0,435
233,D:\Z - Saved SQL Databases\44OP-247050_GW23_Google_IV_14_20_21\JobDB.mdf,6,1.0,6.0,6,1.0,13.0,46,0,0,0,0,0,0,46
234,D:\Z - Saved SQL Databases\_old_44OP-134749_ACC_JCP_Highland_Mall\JobDB.mdf,26,2.0,2.0,16,2.0,33.0,126,3,0,0,0,0,0,129
235,D:\Z - Saved SQL Databases\44OP-260186_Seton_HL_Chiller\JobDB.mdf,13,4.0,7.0,17,4.0,17.0,1,28,4,1,0,0,0,34
236,D:\Z - Saved SQL Databases\44OP-228664_UT_Welch_Hall_Reno\JobDB.mdf,156,3.0,4.0,137,3.0,160.0,686,141,16,0,0,0,0,843
237,D:\Z - Saved SQL Databases\44OP-213878_TXSU_HP1\JobDB.mdf,91,5.0,12.0,101,5.0,133.0,443,162,149,33,5,0,0,792
238,D:\Z - Saved SQL Databases\44OP-221756_ACC_Hayes_Ph2\JobDB.mdf,44,2.0,4.0,41,2.0,44.0,40,12,0,0,0,0,0,52
239,D:\Z - Saved SQL Databases\44OP-231541_MTEM_2017\JobDB.mdf,90,4.0,14.0,89,4.0,94.0,635,106,2,0,0,0,0,743
240,D:\Z - Saved SQL Databases\44OP-260688_HCA_NWMC_Boiler_Rep\JobDB.mdf,8,1.0,8.0,6,1.0,18.0,32,0,0,0,0,0,0,32
241,D:\Z - Saved SQL Databases\44OP-245696_TXSU_LBJ_Student_Center_Expansion\JobDB.mdf,22,4.0,8.0,26,4.0,41.0,132,40,2,0,0,0,0,174
242,D:\Z - Saved SQL Databases\44OP-237860_Intel_AN4_AVC_Lab\JobDB.mdf,16,2.0,9.0,16,2.0,18.0,30,1,0,0,0,0,0,31
243,D:\Z - Saved SQL Databases\44OP-223240 GW23 Flower Child\JobDB.mdf,10,1.0,10.0,10,1.0,10.0,10,0,0,0,0,0,0,10
244,D:\Z - Saved SQL Databases\44OP-237617_GW23_Google_Phase_3_21_23\JobDB.mdf,39,4.0,7.0,28,4.0,58.0,43,84,2,0,0,0,0,129
245,D:\Z - Saved SQL Databases\44OP-220099_TAMU_CT_Bldg3\JobDB.mdf,81,3.0,5.0,47,3.0,126.0,285,111,45,0,0,0,0,441
246,D:\Z - Saved SQL Databases\44OP-234662_MTEM_AHU-9_FF\JobDB.mdf,4,2.0,2.0,4,2.0,14.0,47,3,0,0,0,0,0,50
247,D:\Z - Saved SQL Databases\44OP-211506_TFC_SFA_DOAU_REPLACEMENT\JobDB.mdf,76,2.0,2.0,38,2.0,85.0,222,75,0,0,0,0,0,297
248,D:\Z - Saved SQL Databases\44OP-246935_ACC_Highland_Mall_Garage\JobDB.mdf,2,1.0,2.0,1,1.0,10.0,14,0,0,0,0,0,0,14
249,D:\Z - Saved SQL Databases\44OP-258960_Seton_Luling_RTU-5\JobDB.mdf,14,2.0,2.0,14,3.0,14.0,9,5,0,0,0,0,0,14
250,D:\Z - Saved SQL Databases\44OP-258957_TXSU_FCS_Vivarium\JobDB.mdf,23,2.0,7.0,21,3.0,23.0,34,8,0,0,0,0,0,42
251,D:\Z - Saved SQL Databases\44OP-214947_TFC_WPC_Elevator_DM_CO3\JobDB.mdf,9,4.0,3.0,10,4.0,18.0,32,2,1,0,0,0,0,35
252,D:\Z - Saved SQL Databases\44OP-215972_ACC_RoundRock_OLD\JobDB.mdf,105,3.0,3.0,73,3.0,110.0,429,177,9,0,0,0,0,615
253,D:\Z - Saved SQL Databases\44OP-259329-TFC_DROC_2018_DM\JobDB.mdf,2,1.0,2.0,5,1.0,10.0,18,0,0,0,0,0,0,18
254,D:\Z - Saved SQL Databases\44OP-232590_ACC_Highland_Phase_II\JobDB.mdf,166,3.0,4.0,118,3.0,193.0,577,437,28,0,0,0,0,1042
255,D:\Z - Saved SQL Databases\44OP-226688 GW23 North Italia\JobDB.mdf,3,1.0,3.0,11,1.0,15.0,16,0,0,0,0,0,0,16
